index,drug,side_effect,label,output_pure_llm,output_format_a,output_format_b,output_graphrag
15625,reserpine,diffuse large b-cell lymphoma,0,0,0,0,0
15626,reserpine,dizziness,1,1,1,1,1
15627,reserpine,dysuria,1,0,1,1,1
15628,reserpine,head discomfort,0,1,1,1,0
15629,reserpine,nasal congestion,1,0,1,1,1
15630,reserpine,obesity,0,0,0,1,0
15631,reserpine,oral herpes,0,0,0,0,0
15632,reserpine,parkinsonism,1,1,1,1,1
15633,reserpine,purpura,1,1,1,1,1
15634,reserpine,rash,1,1,1,1,1
15635,reserpine,self-injurious ideation,0,0,0,0,0
15636,reserpine,small bowel angioedema,0,1,0,0,0
15637,reserpine,syncope,1,1,1,1,1
15638,reserpine,tinnitus,0,1,0,0,0
15639,reserpine,vomiting,1,1,1,1,1
15640,retinoic,anaemia,1,0,1,1,1
15641,retinoic,atrophic vulvovaginitis,0,0,0,0,0
15642,retinoic,basophilia,1,0,1,1,1
15643,retinoic,blood cholesterol increased,1,0,1,1,1
15644,retinoic,cerebral atrophy,0,0,0,0,0
15645,retinoic,compression fracture,0,0,0,0,0
15646,retinoic,dermatitis acneiform,1,0,0,1,1
15647,retinoic,embolism,1,0,0,1,1
15648,retinoic,flushing,1,0,0,1,1
15649,retinoic,haemoglobin,1,0,0,1,1
15650,retinoic,libido decreased,0,0,0,0,0
15651,retinoic,nervousness,1,0,1,1,1
15652,retinoic,oedema,1,0,1,1,1
15653,retinoic,oral discomfort,0,0,0,1,0
15654,retinoic,pulmonary embolism,0,0,0,0,0
15655,retinoic,respiratory rate decreased,0,0,0,0,0
15656,retinoic,scleral hyperaemia,0,0,1,0,0
15657,retinoic,spinal haematoma,0,0,0,0,0
15658,retinoic,sudden cardiac death,0,0,1,0,0
15659,retinoic,thrombocytopenia,1,0,0,1,1
15660,revasc,anal inflammation,0,0,0,0,0
15661,revasc,basal cell carcinoma,0,0,0,0,0
15662,revasc,dacryocystitis,0,0,0,0,0
15663,revasc,drug tolerance,0,0,0,0,0
15664,revasc,family stress,0,0,0,0,0
15665,revasc,gastrointestinal disorder,1,0,1,1,1
15666,revasc,haematemesis,1,0,1,1,1
15667,revasc,haemorrhage,1,1,1,1,1
15668,revasc,incision site complication,0,1,0,0,0
15669,revasc,injection site abscess sterile,0,0,0,0,0
15670,revasc,insomnia,1,0,1,1,1
15671,revasc,nervous system disorder,1,1,1,1,1
15672,revasc,oedema peripheral,1,0,1,1,1
15673,revasc,oesophageal haemorrhage,0,0,0,0,0
15674,revasc,oliguria,1,1,1,1,1
15675,revasc,pain in extremity,1,1,1,1,1
15676,revasc,psychomotor skills impaired,0,0,0,0,0
15677,revasc,sleep talking,0,0,0,0,0
15678,revasc,urinary retention,1,0,1,1,1
15679,revasc,vomiting,1,0,1,1,1
15680,ribavirin,anastomotic leak,0,0,0,0,0
15681,ribavirin,application site burn,0,0,0,0,0
15682,ribavirin,application site erythema,0,1,1,0,0
15683,ribavirin,atelectasis,1,0,1,1,1
15684,ribavirin,cerebrovascular insufficiency,0,0,0,1,0
15685,ribavirin,cheilitis,1,1,1,1,1
15686,ribavirin,dyspnoea,1,1,0,1,1
15687,ribavirin,eye irritation,1,1,0,1,1
15688,ribavirin,impaired gastric emptying,0,1,0,0,0
15689,ribavirin,lacrimal structural disorder,0,0,0,1,0
15690,ribavirin,mononeuropathy,1,0,0,1,1
15691,ribavirin,muscular weakness,1,1,0,1,1
15692,ribavirin,mycosis fungoides,0,0,0,0,0
15693,ribavirin,nasopharyngeal cancer,0,0,0,0,0
15694,ribavirin,occipital neuralgia,0,0,0,0,0
15695,ribavirin,severe acute respiratory syndrome,0,0,0,0,0
15696,ribavirin,tremor,1,1,0,1,1
15697,ribavirin,urine analysis abnormal,1,1,0,1,1
15698,ribavirin,vomiting,1,1,0,1,1
15699,ribavirin,weight decreased,1,1,0,1,1
15700,rifabutin,body temperature increased,1,0,1,1,1
15701,rifabutin,bronchospasm,1,0,1,1,1
15702,rifabutin,candida sepsis,0,0,0,0,0
15703,rifabutin,complication of device insertion,0,0,0,0,0
15704,rifabutin,convulsion,1,1,1,1,1
15705,rifabutin,corneal infiltrates,0,0,0,0,0
15706,rifabutin,decreased appetite,1,1,1,1,1
15707,rifabutin,diarrhoea,1,1,1,1,1
15708,rifabutin,dry mouth,0,0,0,0,0
15709,rifabutin,gastrointestinal pain,1,1,1,1,1
15710,rifabutin,hepatobiliary disease,1,1,1,1,1
15711,rifabutin,hepatorenal syndrome,0,0,0,0,0
15712,rifabutin,implant site pain,0,0,0,0,0
15713,rifabutin,mycosis fungoides,0,0,0,0,0
15714,rifabutin,peripheral vascular disorder,0,1,0,0,0
15715,rifabutin,respiratory tract oedema,0,0,0,0,0
15716,rifabutin,retroperitoneal haematoma,0,0,0,0,0
15717,rifabutin,testicular atrophy,1,0,1,1,1
15718,rifabutin,thrombotic thrombocytopenic purpura,1,0,1,1,1
15719,rifabutin,vomiting,1,1,1,1,1
15720,rifampicin,colitis ulcerative,0,0,0,0,0
15721,rifampicin,dizziness,1,1,1,1,1
15722,rifampicin,electrocardiogram qrs complex prolonged,0,0,0,0,0
15723,rifampicin,face oedema,1,1,1,1,1
15724,rifampicin,haemoglobinuria,1,0,1,1,1
15725,rifampicin,haemolysis,1,0,1,1,1
15726,rifampicin,hyperproteinaemia,0,0,0,0,0
15727,rifampicin,iron deficiency anaemia,0,0,1,0,0
15728,rifampicin,meningism,0,0,0,0,0
15729,rifampicin,muscle spasms,1,0,1,1,1
15730,rifampicin,myopathy,1,1,1,1,1
15731,rifampicin,nail toxicity,0,0,0,0,0
15732,rifampicin,nervous system disorder,1,0,1,1,1
15733,rifampicin,oedema,1,0,1,1,1
15734,rifampicin,peliosis hepatis,0,0,0,0,0
15735,rifampicin,pleural disorder,0,0,0,0,0
15736,rifampicin,small intestinal obstruction,0,0,0,0,0
15737,rifampicin,stomatitis necrotising,0,0,1,0,0
15738,rifampicin,urethral disorder,1,0,1,1,1
15739,rifampicin,vascular purpura,1,0,1,1,1
15740,rifapentine,abdominal pain,1,1,1,1,1
15741,rifapentine,antinuclear antibody increased,0,0,0,0,0
15742,rifapentine,atrophic glossitis,0,0,0,0,0
15743,rifapentine,atrophic vulvovaginitis,0,0,0,0,0
15744,rifapentine,bronchospasm,1,0,1,1,1
15745,rifapentine,burning mouth syndrome,0,0,0,0,0
15746,rifapentine,colitis ischaemic,0,0,0,0,0
15747,rifapentine,fatigue,1,1,1,1,1
15748,rifapentine,hepatitis,1,0,1,1,1
15749,rifapentine,hydroureter,0,0,0,0,0
15750,rifapentine,hypersensitivity,1,1,1,1,1
15751,rifapentine,hypochromic anaemia,1,0,1,1,1
15752,rifapentine,insomnia,1,0,0,1,1
15753,rifapentine,laboratory test abnormal,1,1,0,1,1
15754,rifapentine,musculoskeletal discomfort,1,0,0,1,1
15755,rifapentine,post procedural haemorrhage,0,0,0,0,0
15756,rifapentine,rectal tenesmus,1,0,0,1,1
15757,rifapentine,skin lesion,0,0,0,1,0
15758,rifapentine,skin sensitisation,0,0,0,1,0
15759,rifapentine,urine phosphorus increased,0,0,0,0,0
15760,rifaximin,abdominal discomfort,1,0,1,1,1
15761,rifaximin,abdominal pain upper,1,0,1,1,1
15762,rifaximin,ascites,1,0,1,1,1
15763,rifaximin,autism spectrum disorder,0,0,0,0,0
15764,rifaximin,autoimmune hepatitis,0,0,0,0,0
15765,rifaximin,claustrophobia,0,0,0,0,0
15766,rifaximin,coagulopathy,0,0,0,0,0
15767,rifaximin,cold sweat,1,0,1,1,1
15768,rifaximin,contusion,1,0,1,1,1
15769,rifaximin,developmental coordination disorder,0,0,0,0,0
15770,rifaximin,facial pain,0,0,0,0,0
15771,rifaximin,fluid retention,1,0,1,1,1
15772,rifaximin,hyperkalaemia,1,0,1,1,1
15773,rifaximin,infestation,1,0,1,1,1
15774,rifaximin,malnutrition,1,0,1,1,1
15775,rifaximin,neck pain,1,0,1,1,1
15776,rifaximin,organ failure,0,0,0,0,0
15777,rifaximin,parotid gland inflammation,0,0,0,0,0
15778,rifaximin,retinal exudates,0,0,0,0,0
15779,rifaximin,scar,0,0,0,0,0
15780,riluzole,alveolitis allergic,1,0,1,1,1
15781,riluzole,asthenia,1,1,1,1,1
15782,riluzole,cytokine release syndrome,0,0,0,0,0
15783,riluzole,depressed level of consciousness,1,0,0,1,1
15784,riluzole,dermatitis diaper,0,0,0,0,0
15785,riluzole,ejaculation delayed,0,0,0,0,0
15786,riluzole,fracture,0,0,0,0,0
15787,riluzole,genitourinary tract infection,0,0,0,0,0
15788,riluzole,haemoglobin increased,0,0,0,0,0
15789,riluzole,hernia pain,0,0,1,0,0
15790,riluzole,high turnover osteopathy,0,0,0,0,0
15791,riluzole,hypertension,1,0,0,1,1
15792,riluzole,hyponatraemia,1,0,0,1,1
15793,riluzole,pain,1,0,1,1,1
15794,riluzole,perineal abscess,0,0,1,0,0
15795,riluzole,pneumonia aspiration,1,0,0,1,1
15796,riluzole,sinoatrial block,0,0,0,0,0
15797,riluzole,urinary retention,1,0,0,1,1
15798,riluzole,ventricular fibrillation,1,0,0,1,1
15799,riluzole,vulvovaginal candidiasis,1,0,0,1,1
15800,rimantadine,ageusia,1,0,1,1,1
15801,rimantadine,aspartate aminotransferase decreased,0,0,0,0,0
15802,rimantadine,bronchospasm,1,0,1,1,1
15803,rimantadine,calculus ureteric,0,0,0,0,0
15804,rimantadine,depressed level of consciousness,0,0,1,1,0
15805,rimantadine,dermatitis,1,0,1,1,1
15806,rimantadine,duodenal ulcer haemorrhage,0,0,0,0,0
15807,rimantadine,duodenal ulcer perforation,0,0,0,0,0
15808,rimantadine,feeling abnormal,1,0,1,1,1
15809,rimantadine,hyperhidrosis,1,0,1,1,1
15810,rimantadine,hyperkinesia,1,0,1,1,1
15811,rimantadine,hypertensive encephalopathy,0,0,0,0,0
15812,rimantadine,immunoglobulins increased,0,0,0,0,0
15813,rimantadine,influenza like illness,0,0,0,0,0
15814,rimantadine,mental disability,1,0,1,1,1
15815,rimantadine,pallor,1,0,1,1,1
15816,rimantadine,retroperitoneal haematoma,0,0,0,0,0
15817,rimantadine,somnolence,1,1,1,1,1
15818,rimantadine,syncope,1,0,1,1,1
15819,rimantadine,uterine hypotonus,0,0,0,0,0
15820,rimexolone,acute respiratory distress syndrome,0,0,0,0,0
15821,rimexolone,corneal thinning,1,0,1,1,1
15822,rimexolone,discomfort,1,1,1,1,1
15823,rimexolone,drug dependence,0,0,0,0,0
15824,rimexolone,drug effect prolonged,0,0,0,0,0
15825,rimexolone,eye infection,1,0,1,1,1
15826,rimexolone,herpes simplex,1,0,1,1,1
15827,rimexolone,hypotension,1,0,1,1,1
15828,rimexolone,injection site urticaria,0,0,0,0,0
15829,rimexolone,intraocular pressure increased,1,0,1,1,1
15830,rimexolone,keratitis,1,0,1,1,1
15831,rimexolone,keratoacanthoma,0,0,0,0,0
15832,rimexolone,learning disorder,0,0,0,0,0
15833,rimexolone,logorrhoea,0,0,0,0,0
15834,rimexolone,meningitis bacterial,0,0,0,0,0
15835,rimexolone,oral mucosal blistering,0,0,0,0,0
15836,rimexolone,pharyngitis,1,0,1,1,1
15837,rimexolone,pruritus,1,0,1,1,1
15838,rimexolone,pupillary deformity,0,0,0,0,0
15839,rimexolone,rhinitis,1,0,1,1,1
15840,rimonabant,amnesia,1,0,1,1,1
15841,rimonabant,anorgasmia,0,1,0,0,0
15842,rimonabant,arterial occlusive disease,0,0,0,0,0
15843,rimonabant,benign neoplasm,0,0,0,0,0
15844,rimonabant,contusion,1,0,1,1,1
15845,rimonabant,electroencephalogram abnormal,0,0,0,0,0
15846,rimonabant,eyelids pruritus,0,0,0,0,0
15847,rimonabant,gastroenteritis,1,1,1,1,1
15848,rimonabant,gastrointestinal disorder,1,1,1,1,1
15849,rimonabant,ingrowing nail,0,0,0,0,0
15850,rimonabant,ligament sprain,1,0,1,1,1
15851,rimonabant,malnutrition,1,1,1,1,1
15852,rimonabant,menopausal symptoms,1,0,1,1,1
15853,rimonabant,parasomnia,1,0,1,1,1
15854,rimonabant,premature ejaculation,0,0,0,0,0
15855,rimonabant,procedural nausea,0,0,0,1,0
15856,rimonabant,pruritus,1,1,1,1,1
15857,rimonabant,sleep disorder,1,1,1,1,1
15858,rimonabant,tumour invasion,0,0,0,0,0
15859,rimonabant,urinary tract disorder,0,0,0,0,0
15860,risedronate,abdominal distension,1,1,1,1,1
15861,risedronate,back pain,1,1,1,1,1
15862,risedronate,blood sodium increased,0,0,0,0,0
15863,risedronate,choroiditis,0,0,0,0,0
15864,risedronate,connective tissue disorder,1,0,1,1,1
15865,risedronate,dehydration,0,0,0,0,0
15866,risedronate,dyspepsia,1,1,1,1,1
15867,risedronate,emotional poverty,0,0,0,0,0
15868,risedronate,eructation,1,0,1,1,1
15869,risedronate,fatigue,1,1,1,1,1
15870,risedronate,homicidal ideation,0,0,0,0,0
15871,risedronate,learning disability,0,0,0,0,0
15872,risedronate,loss of consciousness,1,0,1,1,1
15873,risedronate,muscular weakness,1,1,0,1,1
15874,risedronate,pectus excavatum,0,0,0,0,0
15875,risedronate,pseudoporphyria,0,0,0,0,0
15876,risedronate,reproductive toxicity,0,0,0,0,0
15877,risedronate,sciatica,1,0,0,1,1
15878,risedronate,sinusitis,1,0,0,1,1
15879,risedronate,synovial cyst,0,0,0,0,0
15880,risperidone,agitation,1,1,1,1,1
15881,risperidone,albinism,1,0,1,1,1
15882,risperidone,application site ulcer,0,0,0,1,0
15883,risperidone,aspartate aminotransferase decreased,0,0,0,0,0
15884,risperidone,athetosis,1,1,1,1,1
15885,risperidone,breast pain,1,1,1,1,1
15886,risperidone,catatonia,1,1,0,1,1
15887,risperidone,congenital musculoskeletal anomaly,0,0,0,0,0
15888,risperidone,conversion disorder,0,0,0,0,0
15889,risperidone,echocardiogram abnormal,0,0,0,0,0
15890,risperidone,gastroenteritis,1,0,0,1,1
15891,risperidone,hypertriglyceridaemia,1,1,1,1,1
15892,risperidone,intestinal obstruction,1,0,0,1,1
15893,risperidone,lid sulcus deepened,0,1,0,0,0
15894,risperidone,metastatic neoplasm,0,0,0,0,0
15895,risperidone,postural orthostatic tachycardia syndrome,1,1,0,1,1
15896,risperidone,spine malformation,0,0,0,0,0
15897,risperidone,subcutaneous abscess,1,0,1,1,1
15898,risperidone,sudden visual loss,0,1,0,1,0
15899,risperidone,weight gain poor,0,1,0,1,0
15900,ritonavir,anal fistula,0,0,0,0,0
15901,ritonavir,asthenia,1,1,1,1,1
15902,ritonavir,cerebral venous thrombosis,1,1,1,1,1
15903,ritonavir,eructation,1,1,0,1,1
15904,ritonavir,eye oedema,0,0,0,1,0
15905,ritonavir,faecal incontinence,1,0,0,1,1
15906,ritonavir,gastrointestinal inflammation,0,1,0,1,0
15907,ritonavir,glucose tolerance impaired,0,1,0,0,0
15908,ritonavir,hepatosplenomegaly,1,1,0,1,1
15909,ritonavir,infrequent bowel movements,0,1,0,1,0
15910,ritonavir,lung infiltration,0,0,0,1,0
15911,ritonavir,middle insomnia,0,0,0,1,0
15912,ritonavir,myopathy,1,1,0,1,1
15913,ritonavir,nuchal rigidity,1,0,0,1,1
15914,ritonavir,oral candidiasis,1,1,1,1,1
15915,ritonavir,pyelonephritis,1,0,0,1,1
15916,ritonavir,pyelonephritis acute,0,0,0,1,0
15917,ritonavir,suicidal ideation,0,0,0,0,0
15918,ritonavir,urethritis noninfective,1,0,0,1,1
15919,ritonavir,waist circumference increased,0,1,0,0,0
15920,rivaroxaban,adrenal atrophy,0,0,0,0,0
15921,rivaroxaban,aneurysm,0,0,0,1,0
15922,rivaroxaban,blood bilirubin increased,1,0,1,1,1
15923,rivaroxaban,blood creatinine increased,1,0,1,1,1
15924,rivaroxaban,blood gases abnormal,0,0,0,0,0
15925,rivaroxaban,cardiac disorder,1,1,1,1,1
15926,rivaroxaban,embolic stroke,0,1,1,0,0
15927,rivaroxaban,gastrointestinal disorder,1,1,1,1,1
15928,rivaroxaban,haematoma,1,1,1,1,1
15929,rivaroxaban,haematuria,1,1,1,1,1
15930,rivaroxaban,haemoglobin,1,0,1,1,1
15931,rivaroxaban,hepatobiliary disease,1,0,1,1,1
15932,rivaroxaban,nervous system disorder,1,0,1,1,1
15933,rivaroxaban,oesophageal motility disorder,0,0,0,0,0
15934,rivaroxaban,oropharyngeal pain,1,0,1,1,1
15935,rivaroxaban,osteomyelitis,0,0,0,0,0
15936,rivaroxaban,pustular psoriasis,0,0,0,0,0
15937,rivaroxaban,radial nerve palsy,0,0,0,0,0
15938,rivaroxaban,renal aplasia,0,0,0,0,0
15939,rivaroxaban,rhinitis,0,0,0,0,0
15940,rivastigmine,acute hepatic failure,0,0,0,0,0
15941,rivastigmine,alopecia,1,0,1,1,1
15942,rivastigmine,arthritis,1,0,1,1,1
15943,rivastigmine,bladder disorder,1,0,1,1,1
15944,rivastigmine,blood acid phosphatase increased,0,0,0,0,0
15945,rivastigmine,cholecystitis,1,0,0,1,1
15946,rivastigmine,dementia,1,0,0,1,1
15947,rivastigmine,dermatitis bullous,1,0,0,1,1
15948,rivastigmine,dilatation atrial,0,0,0,0,0
15949,rivastigmine,exposure to toxic agent,0,0,0,0,0
15950,rivastigmine,eye ulcer,0,0,0,0,0
15951,rivastigmine,hallucination,1,0,0,1,1
15952,rivastigmine,influenza like illness,1,0,0,1,1
15953,rivastigmine,initial insomnia,0,1,0,1,0
15954,rivastigmine,morbid thoughts,0,0,0,0,0
15955,rivastigmine,polymyositis,0,0,0,0,0
15956,rivastigmine,pulmonary infarction,0,0,0,0,0
15957,rivastigmine,thrombocytopenia,1,0,0,1,1
15958,rivastigmine,vestibular disorder,1,1,0,1,1
15959,rivastigmine,vulvovaginitis trichomonal,0,0,0,0,0
15960,rizatriptan,angina pectoris,1,0,1,1,1
15961,rizatriptan,application site pruritus,0,1,1,1,0
15962,rizatriptan,blighted ovum,0,0,0,0,0
15963,rizatriptan,blindness transient,0,0,0,0,0
15964,rizatriptan,decreased appetite,1,1,1,1,1
15965,rizatriptan,feeling cold,1,0,1,1,1
15966,rizatriptan,hyperkalaemia,0,0,0,0,0
15967,rizatriptan,hypersomnia,1,0,1,1,1
15968,rizatriptan,increased appetite,1,0,0,1,1
15969,rizatriptan,infusion site phlebitis,0,0,0,0,0
15970,rizatriptan,loss of consciousness,1,0,1,1,1
15971,rizatriptan,menopausal symptoms,1,0,1,1,1
15972,rizatriptan,microcytosis,0,0,0,0,0
15973,rizatriptan,pain in jaw,1,0,0,1,1
15974,rizatriptan,paralysis,1,0,0,1,1
15975,rizatriptan,pneumonia aspiration,0,0,0,0,0
15976,rizatriptan,polyuria,1,0,0,1,1
15977,rizatriptan,risus sardonicus,0,0,0,0,0
15978,rizatriptan,skin exfoliation,0,0,0,0,0
15979,rizatriptan,spermatocele,0,0,0,0,0
15980,rocuronium,anaemia macrocytic,0,0,0,0,0
15981,rocuronium,apnoea,1,0,1,1,1
15982,rocuronium,arrhythmia,1,0,1,1,1
15983,rocuronium,benign hydatidiform mole,0,0,0,0,0
15984,rocuronium,chondrolysis,0,0,0,0,0
15985,rocuronium,dermatitis,1,0,1,1,1
15986,rocuronium,homocystinuria,0,0,0,0,0
15987,rocuronium,left ventricular dysfunction,0,0,0,0,0
15988,rocuronium,myopathy,1,0,1,1,1
15989,rocuronium,neural tube defect,0,0,0,0,0
15990,rocuronium,organ failure,0,0,1,0,0
15991,rocuronium,platelet aggregation increased,0,0,0,0,0
15992,rocuronium,pruritus,1,0,1,1,1
15993,rocuronium,renal rickets,0,0,0,0,0
15994,rocuronium,rhonchi,1,0,1,1,1
15995,rocuronium,schizoaffective disorder,0,0,0,0,0
15996,rocuronium,shock,1,0,1,1,1
15997,rocuronium,tachycardia,1,0,1,1,1
15998,rocuronium,vascular resistance pulmonary increased,1,0,1,1,1
15999,rocuronium,vomiting,1,0,1,1,1
16000,rofecoxib,acute coronary syndrome,1,1,1,1,1
16001,rofecoxib,anogenital warts,0,0,0,0,0
16002,rofecoxib,choking sensation,0,0,0,0,0
16003,rofecoxib,developmental delay,1,0,1,1,1
16004,rofecoxib,diastolic dysfunction,0,0,0,0,0
16005,rofecoxib,endometrial hyperplasia,0,1,0,0,0
16006,rofecoxib,fatigue,1,0,1,1,1
16007,rofecoxib,gastric perforation,1,1,1,1,1
16008,rofecoxib,gastrointestinal haemorrhage,1,1,1,1,1
16009,rofecoxib,hallucination,1,0,1,1,1
16010,rofecoxib,hellp syndrome,0,0,0,0,0
16011,rofecoxib,increased appetite,0,0,0,1,0
16012,rofecoxib,leukopenia,1,0,0,1,1
16013,rofecoxib,masked facies,0,0,0,0,0
16014,rofecoxib,meningitis aseptic,1,0,0,1,1
16015,rofecoxib,menstrual disorder,1,1,0,1,1
16016,rofecoxib,mycobacterium avium complex infection,0,0,0,0,0
16017,rofecoxib,peritoneal adhesions,0,0,0,0,0
16018,rofecoxib,sperm concentration,0,0,0,0,0
16019,rofecoxib,toxic epidermal necrolysis,1,1,0,1,1
16020,roflumilast,application site haematoma,0,0,1,0,0
16021,roflumilast,back pain,1,1,1,1,1
16022,roflumilast,cardiac fibrillation,0,0,1,1,0
16023,roflumilast,circumoral oedema,0,0,0,0,0
16024,roflumilast,citrate toxicity,0,0,0,0,0
16025,roflumilast,completed suicide,1,0,1,1,1
16026,roflumilast,dizziness,1,0,1,1,1
16027,roflumilast,gastrooesophageal reflux disease,1,0,1,1,1
16028,roflumilast,headache,1,0,1,1,1
16029,roflumilast,hypokinesia,0,0,0,0,0
16030,roflumilast,ill-defined disorder,1,0,1,1,1
16031,roflumilast,lacunar infarction,0,0,0,0,0
16032,roflumilast,leukocytosis,0,0,0,0,0
16033,roflumilast,malaise,1,1,1,1,1
16034,roflumilast,renal artery thrombosis,0,0,0,0,0
16035,roflumilast,renal failure acute,1,0,1,1,1
16036,roflumilast,retinal haemorrhage,0,0,0,0,0
16037,roflumilast,skin disorder,1,1,1,1,1
16038,roflumilast,varices oesophageal,0,0,0,0,0
16039,roflumilast,weight decreased,1,1,1,1,1
16040,romidepsin,blood thyroid stimulating hormone decreased,0,0,0,0,0
16041,romidepsin,brain abscess,0,0,0,0,0
16042,romidepsin,candida sepsis,1,1,1,1,1
16043,romidepsin,cardiopulmonary failure,1,1,1,1,1
16044,romidepsin,dermatitis,1,1,1,1,1
16045,romidepsin,dermatitis exfoliative,1,1,1,1,1
16046,romidepsin,disease progression,1,0,1,1,1
16047,romidepsin,haemoglobin increased,0,0,0,0,0
16048,romidepsin,lymphopenia,1,1,1,1,1
16049,romidepsin,mycosis fungoides,1,0,1,1,1
16050,romidepsin,mydriasis,0,0,0,0,0
16051,romidepsin,myotonia,0,0,0,0,0
16052,romidepsin,nausea,1,1,1,1,1
16053,romidepsin,pelvic neoplasm,0,0,0,0,0
16054,romidepsin,post herpetic neuralgia,0,0,0,0,0
16055,romidepsin,skin exfoliation,0,0,0,0,0
16056,romidepsin,ventricular arrhythmia,1,1,1,1,1
16057,romidepsin,vitreous disorder,0,0,0,0,0
16058,romidepsin,vomiting,1,1,1,1,1
16059,romidepsin,white blood cell count increased,0,0,0,0,0
16060,ropinirole,actinic keratosis,1,0,0,1,1
16061,ropinirole,acute leukaemia,0,0,0,0,0
16062,ropinirole,atrial flutter,0,0,0,0,0
16063,ropinirole,atrioventricular block,1,0,0,1,1
16064,ropinirole,balanoposthitis,1,0,1,1,1
16065,ropinirole,cholecystitis,1,0,0,1,1
16066,ropinirole,dysuria,1,0,0,1,1
16067,ropinirole,gingival ulceration,0,0,0,0,0
16068,ropinirole,gout,1,0,0,1,1
16069,ropinirole,hypokalaemia,1,0,0,1,1
16070,ropinirole,laryngeal cancer,1,0,0,1,1
16071,ropinirole,lip oedema,0,1,0,1,0
16072,ropinirole,lymphadenopathy,1,0,0,1,1
16073,ropinirole,meningioma,0,0,0,0,0
16074,ropinirole,metastasis,0,0,0,0,0
16075,ropinirole,nodal arrhythmia,0,0,1,1,0
16076,ropinirole,parotid gland enlargement,0,0,0,0,0
16077,ropinirole,phlebitis superficial,1,0,0,1,1
16078,ropinirole,skin discomfort,0,1,1,1,0
16079,ropinirole,tendinous contracture,0,0,0,0,0
16080,ropivacaine,amnesia,1,0,0,1,1
16081,ropivacaine,apgar score low,1,0,1,1,1
16082,ropivacaine,arthralgia,1,1,0,1,1
16083,ropivacaine,blood oestrogen increased,0,0,0,0,0
16084,ropivacaine,blood testosterone increased,0,0,0,0,0
16085,ropivacaine,cardiac disorder,1,0,0,1,1
16086,ropivacaine,device related infection,0,0,0,0,0
16087,ropivacaine,faecal incontinence,1,0,1,1,1
16088,ropivacaine,gastrointestinal stromal tumour,0,0,0,0,0
16089,ropivacaine,hyperhidrosis,1,0,0,1,1
16090,ropivacaine,hypocalcaemia,1,0,0,1,1
16091,ropivacaine,incision site oedema,0,0,0,0,0
16092,ropivacaine,infusion site rash,0,1,1,1,0
16093,ropivacaine,jaundice,1,0,0,1,1
16094,ropivacaine,listeriosis,0,0,0,0,0
16095,ropivacaine,melanoderma,0,0,0,0,0
16096,ropivacaine,nasal septum perforation,0,0,0,0,0
16097,ropivacaine,nervous system disorder,0,0,0,1,0
16098,ropivacaine,spinal haematoma,1,0,0,1,1
16099,ropivacaine,therapeutic response unexpected,1,0,0,1,1
16100,rosiglitazone,angioedema,1,1,1,1,1
16101,rosiglitazone,aortic disorder,0,1,1,0,0
16102,rosiglitazone,blood fibrinogen decreased,0,0,0,0,0
16103,rosiglitazone,chondrodystrophy,0,0,0,0,0
16104,rosiglitazone,dermatitis,1,1,1,1,1
16105,rosiglitazone,diarrhoea,1,1,1,1,1
16106,rosiglitazone,endometritis,0,0,0,0,0
16107,rosiglitazone,fatigue,1,1,1,1,1
16108,rosiglitazone,fluid retention,1,1,1,1,1
16109,rosiglitazone,hepatic enzyme increased,1,1,1,1,1
16110,rosiglitazone,increased viscosity of bronchial secretion,0,0,0,0,0
16111,rosiglitazone,macular oedema,1,1,1,1,1
16112,rosiglitazone,myocardial ischaemia,1,1,1,1,1
16113,rosiglitazone,nasopharyngeal cancer,0,0,0,0,0
16114,rosiglitazone,nasopharyngitis,1,0,1,1,1
16115,rosiglitazone,plasmacytoma,0,0,0,0,0
16116,rosiglitazone,salmonella sepsis,0,0,0,0,0
16117,rosiglitazone,skin toxicity,0,1,1,1,0
16118,rosiglitazone,stevens-johnson syndrome,1,0,1,1,1
16119,rosiglitazone,tracheobronchitis,0,0,0,0,0
16120,rosuvastatin,asthenia,1,1,1,1,1
16121,rosuvastatin,blood iron decreased,0,1,0,0,0
16122,rosuvastatin,chest discomfort,0,1,1,0,0
16123,rosuvastatin,cognitive disorder,1,0,1,1,1
16124,rosuvastatin,cushingoid,0,0,0,0,0
16125,rosuvastatin,hepatic haemorrhage,0,0,1,0,0
16126,rosuvastatin,hepatitis,1,1,1,1,1
16127,rosuvastatin,hypersensitivity,1,1,1,1,1
16128,rosuvastatin,injury,1,1,1,1,1
16129,rosuvastatin,mental disorder,1,0,1,1,1
16130,rosuvastatin,myoglobin urine present,1,0,1,1,1
16131,rosuvastatin,orgasmic sensation decreased,0,0,0,0,0
16132,rosuvastatin,pain,1,1,1,1,1
16133,rosuvastatin,post-traumatic pain,0,0,0,0,0
16134,rosuvastatin,proteinuria,1,0,1,1,1
16135,rosuvastatin,scrotal erythema,0,0,0,0,0
16136,rosuvastatin,sinusitis,1,0,1,1,1
16137,rosuvastatin,upper respiratory tract infection,0,0,0,0,0
16138,rosuvastatin,x-linked lymphoproliferative syndrome,0,0,0,0,0
16139,rosuvastatin,yellow skin,0,0,0,0,0
16140,rotigotine,acute myocardial infarction,0,0,0,0,0
16141,rotigotine,acute stress disorder,0,0,0,0,0
16142,rotigotine,arterial thrombosis,0,0,0,0,0
